TargetSendRate,meanSucc,stdSucc,meanFail,stdFail,meanSendRate,stdSendRate,meanMaxLatency,stdMaxLatency,meanMinLatency,stdMinLatency,meanAvgLatency,stdAvgLatency,meanThroughput,stdThroughput,meanDropRatio,stdDropRatio
1.0,192.0,0.0,0.0,0.0,2.0,0.0,0.9279999999999999,0.700171407585314,0.341,0.012866839377079192,0.636,0.349863465432509,1.9899999999999998,0.031622776601683826,0.0,0.0
2.0,192.0,0.0,0.0,0.0,4.0,0.0,0.7729999999999999,0.1405584101598573,0.383,0.11025727489225673,0.58,0.11850925889754116,3.9,0.0,0.0,0.0
4.0,288.0,0.0,0.0,0.0,6.0,0.0,0.706,0.023664319132398488,0.351,0.02378141197564929,0.531,0.020248456731316592,5.9,0.0,0.0,0.0
8.0,384.0,0.0,0.0,0.0,10.6,0.0,0.759,0.14865695035513435,0.337,0.024517567397911028,0.546,0.07720103626247513,10.5,0.0,0.0,0.0
16.0,576.0,0.0,0.0,0.0,19.0,0.0,0.703,0.016363916944844733,0.343,0.019465068427541907,0.523,0.018885620632287072,18.79,0.03162277660168416,0.0,0.0
32.0,1007.9,7.264066813202267,48.1,7.264066813202276,34.8,0.0,2.693,0.2831980068981967,0.33399999999999996,0.021186998109427615,0.812,0.07450577904505874,32.42,0.26161889160464713,0.04554924242424242,0.0068788511488657895
64.0,1857.0,9.357112565078785,159.0,9.357112565078802,66.42,0.04216370213557615,6.318,1.071663297039804,0.33,0.015634719199411447,1.719,0.20561290491276732,63.239999999999995,0.5719362823873955,0.07886904761904762,0.004641424883471624
128.0,1808.9,48.28261706982244,2127.1,48.28261706982253,129.70999999999998,0.07378647873727369,26.79,1.020675157813579,0.356,0.08289216555930427,10.683,0.5530531419111349,104.28,5.499252474453034,0.5404217479674797,0.012266925068552448
256.0,1648.2,67.86555336349458,6127.8,67.86555336349463,256.38,0.18737959096739554,59.702999999999996,2.245915057263842,0.14,0.03231786571610887,27.018,0.850317587728256,119.02000000000001,4.5849512295964265,0.7880401234567901,0.008727566018967929
512.0,783.8,89.84900914559074,14672.2,89.84900914559108,508.81000000000006,0.1728840330652076,74.957,24.999122229034807,0.382,0.3997165662483021,7.497,7.5470465893766825,136.38,20.044494949431314,0.9492883022774328,0.00581321228944037
1024.0,739.5,515.2986728318076,30076.5,515.2986728318077,1013.45,1.2213380640374252,56.117999999999995,31.980155582972248,0.43600000000000005,0.07647802879839992,20.735,16.493377290429162,292.09000000000003,49.31329435355137,0.9760027258566979,0.016721789746618906
2048.0,442.7,140.49756818773292,61093.3,140.4975681877319,2019.7900000000002,2.3591194214038116,67.117,32.31627180436093,0.727,0.04001388647846036,28.845999999999997,12.322562143392819,530.17,63.22093622984223,0.9928058372334894,0.002283176810123103
4096.0,554.5,397.3823375821102,122414.4,397.5204257505384,4012.9,11.46269310996923,100.436,14.433277290114445,3.743,0.6765443239154566,57.55499999999999,18.5867487145487,1087.2099999999998,245.8837505362601,0.9954907305365627,0.0032314995597215314
8192.0,557.2,296.2475691414568,140767.2,2712.720274722202,4576.29,84.73053299857284,88.727,14.653586629597243,6.678,2.6917148602496677,64.971,10.81691725441629,1522.32,350.76942980951026,0.9960576988678067,0.002128386041402777
16384.0,510.1,310.023099497799,142565.9,1508.8039744557057,4611.08,54.091913546399205,88.51599999999999,20.423406071357334,5.767,0.604612823769614,67.299,13.308638339230821,1613.9699999999998,465.3613149418894,0.9964278826597047,0.0021926278710302626
