Test,TargetSendRate,Success,Fail,SendRate,MaxLatency,MinLatency,AvgLatency,Throughput
addOperators,800,8064,0,784.0,1.62,0.12,0.46,749.4
addOperators,825,8256,0,798.1,1.60,0.11,0.46,769.1
addOperators,850,8544,0,823.5,1.80,0.15,0.47,800.3
addOperators,875,8832,0,844.0,1.68,0.14,0.49,827.0
addOperators,900,9024,0,864.5,1.69,0.15,0.48,844.7
addOperators,925,9312,0,871.5,1.82,0.11,0.53,836.9
addOperators,950,9504,0,898.7,1.49,0.10,0.51,859.9
addOperators,975,9792,0,927.2,1.86,0.11,0.54,890.1
addOperators,1000,10080,0,949.2,1.77,0.13,0.53,927.7
addOperators,100,1056,0,105.6,0.64,0.15,0.38,104.0
addOperators,125,1344,0,128.3,0.62,0.06,0.34,127.5
addOperators,150,1536,0,153.6,0.64,0.14,0.38,151.4
addOperators,175,1824,0,177.8,0.63,0.06,0.40,174.7
addOperators,200,2016,0,200.0,0.64,0.05,0.32,197.0
addOperators,225,2304,0,224.8,0.64,0.07,0.33,214.1
addOperators,250,2592,0,248.7,0.62,0.06,0.32,242.4
addOperators,25,288,0,35.3,0.64,0.09,0.38,35.0
addOperators,275,2784,0,272.3,0.65,0.06,0.32,259.6
addOperators,300,3072,0,295.8,0.71,0.07,0.33,287.0
addOperators,325,3264,0,319.5,0.69,0.07,0.34,316.5
addOperators,350,3552,0,347.8,0.67,0.06,0.33,332.2
addOperators,375,3840,0,365.7,0.74,0.07,0.35,356.9
addOperators,400,4032,0,395.6,1.10,0.07,0.36,377.5
addOperators,425,4320,0,414.3,1.01,0.07,0.34,404.9
addOperators,450,4512,0,439.0,0.88,0.07,0.35,422.2
addOperators,475,4800,0,456.6,0.88,0.09,0.36,448.3
addOperators,500,5088,0,482.0,0.92,0.08,0.35,475.4
addOperators,50,576,0,57.2,0.63,0.08,0.35,56.7
addOperators,525,5280,0,515.9,1.05,0.09,0.37,493.6
addOperators,550,5568,0,534.4,4.22,0.09,1.19,524.6
addOperators,575,5760,0,552.3,1.11,0.09,0.39,536.5
addOperators,600,6048,0,578.4,0.91,0.10,0.37,565.2
addOperators,625,6336,0,597.7,1.05,0.10,0.39,590.4
addOperators,650,6528,0,613.7,0.94,0.08,0.38,608.8
addOperators,675,6816,0,652.2,1.06,0.11,0.40,635.6
addOperators,700,7008,0,672.6,1.28,0.10,0.41,652.6
addOperators,725,7296,0,688.4,1.22,0.12,0.42,679.4
addOperators,750,7584,0,722.3,1.54,0.12,0.43,706.2
addOperators,75,768,0,82.5,0.63,0.21,0.39,80.6
addOperators,775,7776,0,729.8,1.08,0.09,0.43,723.4
addOperators,800,8064,0,762.8,1.42,0.11,0.44,750.6
addOperators,825,8256,0,771.4,1.45,0.13,0.47,735.2
addOperators,850,8544,0,795.8,1.11,0.07,0.45,761.2
addOperators,875,8832,0,813.6,1.26,0.07,0.47,788.0
addOperators,900,9024,0,867.6,1.77,0.15,0.50,848.4
addOperators,925,9312,0,876.7,1.66,0.08,0.50,837.0
addOperators,950,9504,0,918.9,1.92,0.16,0.53,901.3
addOperators,975,9792,0,899.7,1.56,0.09,0.51,881.7
addOperators,1000,10080,0,967.8,2.05,0.15,0.57,940.1
addOperators,100,1056,0,104.9,0.60,0.08,0.36,103.8
addOperators,125,1344,0,130.1,0.62,0.20,0.39,127.6
addOperators,150,1536,0,152.5,2.43,0.08,0.82,151.3
addOperators,175,1824,0,177.5,0.63,0.07,0.38,174.8
addOperators,200,2016,0,201.3,0.62,0.05,0.31,196.4
addOperators,225,2304,0,225.8,0.63,0.06,0.33,215.4
addOperators,250,2592,0,247.1,0.66,0.06,0.32,241.3
addOperators,25,288,0,35.8,0.63,0.18,0.39,34.9
addOperators,275,2784,0,271.0,0.69,0.07,0.33,259.2
addOperators,300,3072,0,293.4,0.72,0.07,0.34,285.1
addOperators,325,3264,0,317.9,0.71,0.06,0.33,304.8
addOperators,350,3552,0,345.1,0.86,0.07,0.34,331.7
addOperators,375,3840,0,366.4,0.87,0.08,0.36,357.7
addOperators,400,4032,0,390.8,0.86,0.07,0.34,376.4
addOperators,425,4320,0,409.1,0.80,0.07,0.34,404.0
addOperators,450,4512,0,431.9,2.36,0.08,0.63,420.0
addOperators,475,4800,0,461.8,1.00,0.08,0.36,448.6
addOperators,500,5088,0,487.9,1.00,0.09,0.36,474.8
addOperators,50,576,0,57.6,0.63,0.15,0.37,56.7
addOperators,525,5280,0,509.6,1.17,0.08,0.37,492.9
addOperators,550,5568,0,528.0,1.03,0.09,0.36,520.2
addOperators,575,5760,0,556.6,1.13,0.09,0.37,539.0
addOperators,600,6048,0,563.1,0.97,0.08,0.38,540.2
addOperators,625,6336,0,600.7,1.17,0.10,0.39,590.4
addOperators,650,6528,0,622.3,1.15,0.11,0.40,607.4
addOperators,675,6816,0,657.0,1.45,0.11,0.41,637.0
addOperators,700,7008,0,667.0,1.20,0.09,0.41,653.7
addOperators,725,7296,0,690.1,1.40,0.11,0.42,680.8
addOperators,750,7584,0,697.5,1.25,0.06,0.43,674.1
addOperators,75,768,0,81.5,0.63,0.09,0.36,80.7
addOperators,775,7776,0,734.0,1.32,0.12,0.43,722.9
addOperators,800,8064,0,747.6,1.24,0.12,0.44,714.8
addOperators,825,8256,0,768.1,1.67,0.07,0.47,734.3
addOperators,850,8544,0,813.7,1.53,0.14,0.47,802.9
addOperators,875,8832,0,842.9,1.61,0.16,0.49,829.1
addOperators,900,9024,0,859.9,1.66,0.15,0.50,847.0
addOperators,925,9312,0,878.0,1.68,0.09,0.49,840.3
addOperators,950,9504,0,896.7,1.90,0.09,0.52,858.6
addOperators,975,9792,0,941.0,2.12,0.15,0.56,906.3
