TargetSendRate,meanSucc,stdSucc,meanFail,stdFail,meanSendRate,stdSendRate,meanMaxLatency,stdMaxLatency,meanMinLatency,stdMinLatency,meanAvgLatency,stdAvgLatency,meanThroughput,stdThroughput
200.0,6144.0,0.0,0.0,0.0,200.62,0.2387467277262564,0.642,0.013038404810405321,0.062,0.004472135954999584,0.324,0.0054772255750516665,198.07999999999998,0.858487041253399
400.0,12096.0,0.0,0.0,0.0,397.4,0.5431390245600154,0.852,0.09679876032264048,0.08,0.0,0.35,0.0,391.74,0.1816590212458659
600.0,18144.0,0.0,0.0,0.0,594.8799999999999,1.9841874911409445,1.1019999999999999,0.07758865896508321,0.10800000000000001,0.004472135954999575,0.38,0.0,587.5600000000001,0.08944271910003815
800.0,24096.0,0.0,0.0,0.0,789.3599999999999,2.9168476134347583,1.51,0.08803408430829512,0.126,0.013416407864998746,0.434,0.0054772255750516665,778.6600000000001,0.20736441353324692
1000.0,30144.0,0.0,0.0,0.0,986.9399999999999,5.111066424925401,1.954,0.05983310120660639,0.156,0.03646916505762094,0.512,0.008366600265340763,979.18,1.8660117898876938
1200.0,36096.0,0.0,0.0,0.0,1177.26,12.773527312375355,2.4219999999999997,0.27003703449712235,0.158,0.05890670590009257,0.6839999999999999,0.05412947441089743,1167.5,12.754803016903086
1400.0,42067.0,41.35214625627063,0.0,0.0,1374.1799999999998,7.638520799212379,10.453999999999999,1.8593896848159615,0.49400000000000005,0.08414273587185053,6.448,0.9219110586168278,1279.84,18.160892048575175
1600.0,43350.2,2596.1733763367956,4013.6,3168.339833414339,1540.6,34.07579786299945,21.151999999999997,1.9127780843579305,0.458,0.09679876032264048,12.02,1.2280879447336006,1333.22,54.030843043580155
1800.0,42876.6,1220.7627943216485,10374.4,1706.483167218476,1723.7400000000002,26.791099268227093,25.276,1.1208835800385344,0.52,0.08215838362577496,15.145999999999997,1.471658927876972,1439.44,22.570844024980545
2000.0,45010.8,5548.1279455326185,13469.6,7477.306821309394,1884.78,78.92405843594202,30.542,2.4891705445790575,0.5820000000000001,0.12316655390161732,17.113999999999997,2.661415037155986,1488.16,132.77615749824975
2200.0,44261.8,5276.752002889657,17778.8,5419.803428169697,2020.1,92.83067919605024,31.472,3.366759569675269,0.49800000000000005,0.10825894882179488,18.894,0.9624603887953004,1537.3799999999999,77.46920033148659
2400.0,38787.6,6505.242063136467,32823.2,6555.298330358429,2315.2799999999997,43.049239249956585,31.912,2.498183339949254,0.594,0.12054044964243332,20.82,2.702147294282826,1782.78,131.40211946540282
2600.0,46296.8,6594.6316955535885,26511.0,8771.587085584912,2366.32,142.7612937739077,35.282,3.5354094529488362,0.576,0.19603571103245448,23.062,2.0782853509564085,1655.36,122.78608634531847
2800.0,39815.2,5026.5753948389165,38414.8,14522.363468113583,2528.88,344.4132938781544,35.78,2.4572036952601226,0.572,0.09257429448826493,23.75,2.244515537927951,1839.64,203.57418303900906
3000.0,45435.6,5287.5174987890105,43447.6,4620.810567422126,2883.04,64.21956866874768,40.992000000000004,2.6783707734367184,0.51,0.06363961030678927,27.374000000000002,2.279304718549059,1835.6,81.50346618396068
